name,price,cup,calorie
美式咖啡,45,L,16
拿鐵,55,L,159
卡布奇諾,45,M,145
黃金榛果拿鐵,60,L,205
焦糖瑪奇朵,60,L,201
福岡八女抹茶拿鐵,60,L,277
阿薩姆風味紅茶拿鐵,50,L,262
特大杯拿鐵,70,L,202
咖啡珍珠歐蕾,75,L,311
韓國黃金柚香咖啡,55,M,143
黑糖珍珠撞奶,60,L,271
巧克力牛奶,60,L,453
特大杯 黑糖冬瓜珍珠 ,55,L,298
黃金榛果拿鐵(熱),50,M,187
焦糖瑪奇朵(熱),50,M,201
巧克力牛奶(熱),50,M,301
福岡八女抹茶拿鐵(熱),50,M,267
阿薩姆風味紅茶拿鐵(熱),45,M,214
